0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.95,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.96,0.96,0.96
0.97,0.97,0.97,0.98,0.98,0.99,0.97,0.97,0.99,0.95,0.95
0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.93,0.95
